product_id,product_name,category,subcategory,total_sales,total_units_sold,average_sale_price,min_sale_price_per_unit,max_sale_price_per_unit,avg_sale_price_per_unit,total_profit,average_discount,average_processing_time,total_returns,total_loss,profit_margin,total_orders,average_profit_per_unit,sales_percentage_of_total,profit_rank,sales_rank,discount_impact_on_sales,discount_impact_on_profit,active_months,composite_score,extended_composite_score
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,1570.0775999999998,30,314.01552,21.294,70.98,53.66088,-26.972399999999993,0.244,4.2,0,-211.5204,-1.717902350813743,5,-0.8990799999999998,0.06892316178153698,1673.0,373.0,158.46879895911823,-112.99235434824224,5,1.4118167741227876,0.30514282000800175
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,424.90000000000003,6,212.45000000000002,67.98400000000001,84.98,76.482,27.193599999999996,0.1,5.0,0,0.0,6.399999999999999,2,4.532266666666666,0.01865223186482953,1116.0,813.0,-30.052251762760417,-86.90109566800284,2,1.205507514888429,0.26378466489580105
FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,1263.9569999999999,12,315.98924999999997,65.49,130.98,103.14675,-56.3214,0.21250000000000002,3.25,0,-104.784,-4.455958549222798,4,-4.6934499999999995,0.05548510009690358,1704.0,438.0,108.07471409436718,-127.1294948239345,4,1.3261325967702189,0.28126038009808535
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5492.885,26,686.610625,90.294,255.833,205.795075,15.049,0.31625,4.0,0,-331.07800000000003,0.273972602739726,8,0.5788076923076922,0.2411262994277339,1310.0,96.0,804.2479102756172,-92.75103659345488,8,1.6971481595977524,0.34725192707341146
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,1014.174,10,338.058,80.49,136.833,115.36899999999999,-418.548,0.2833333333333333,4.0,0,-418.548,-41.26984126984127,3,-41.8548,0.044520142620102655,1811.0,512.0,66.95501911215393,-301.6106808347827,3,1.1267467562495468,0.25186986448990767
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,2740.197,37,391.4567142857143,36.294,120.98,69.99557142857142,-975.0988,0.4214285714285714,4.0,0,-1047.6868,-35.5849889624724,7,-26.35402162162162,0.12028898517135861,1847.0,224.0,351.09581048820706,-569.6960275743276,6,1.3702142318226433,0.3088571767400051
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,400.0268,3,200.0134,72.294,163.8664,118.08019999999999,-113.2606,0.51,4.0,0,-113.2606,-28.313253012048197,2,-37.75353333333333,0.01756034978994066,1736.0,829.0,-34.14691952330293,-154.5565781648843,2,1.0941723871350117,0.2426507628121423
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,119.833,1,119.833,119.833,119.833,119.833,-12.6882,0.15,5.0,0,-12.6882,-10.588235294117647,1,-12.6882,0.005260421042735035,1633.0,1305.0,-80.2728912343772,-106.11178799222046,1,1.0756846750676499,0.24275098977110865
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,12921.643,42,1292.1643,112.784,425.833,294.8232,19.68640000000002,0.16,3.6,0,-217.0584,0.152352142835087,10,0.46872380952381,0.5672334227125239,1236.0,21.0,2027.1824696999038,-90.51724412209383,10,1.9603674048168667,0.41814224489521185
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,754.7336,16,251.57786666666667,24.294,64.784,48.04813333333334,-294.7672,0.4066666666666667,4.0,0,-294.7672,-39.05579399141631,3,-18.42295,0.03313124524212168,1794.0,593.0,24.245506799212713,-241.98662012424518,3,1.1329794680918572,0.25705459956540383
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,7539.7122,35,942.464025,130.49,260.98,213.024925,780.3302,0.18375,3.125,0,-349.7132,10.349601938386984,8,22.29514857142857,0.33097778335722267,95.0,54.0,1141.2000252926423,275.8778034967129,8,1.7838342824860232,0.37434123531282326
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,1320.228,19,264.04560000000004,56.784,70.98,68.1408,362.70779999999996,0.04,4.2,0,0.0,27.473118279569885,5,19.089884210526314,0.0579552807023774,230.0,422.0,117.33814017358046,74.71297557767856,5,1.5090134928736307,0.31020539887937765
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.081,27,864.0135,84.294,238.833,206.052,-126.44099999999996,0.26666666666666666,3.1666666666666665,0,-786.744,-2.4390243902439015,6,-4.682999999999999,0.22757044202884755,1746.0,105.0,753.4120796174564,-160.90545432168057,5,1.4653498495639767,0.328150898737437
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,748.8608,6,249.62026666666668,102.6664,150.98,124.81013333333334,24.156800000000004,0.17333333333333334,5.333333333333333,0,-36.2352,3.225806451612904,3,4.026133333333334,0.032873441459359214,1153.0,595.0,23.278716646594074,-88.36389399832353,3,1.2723394862661843,0.27137391475821754
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,540.804,9,135.201,40.97,81.94,67.6005,-12.290999999999997,0.175,3.75,0,-81.94,-2.272727272727272,4,-1.3656666666666664,0.023740177927576527,1630.0,704.0,-10.971941544617298,-105.92046044453758,4,1.322402367349265,0.27510740312827076
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,2487.759,15,621.93975,145.333,170.98000000000002,164.56825,410.352,0.0375,4.25,0,0.0,16.49484536082474,4,27.3568,0.1092074786816108,210.0,247.0,309.53904496805575,97.66274382368275,4,1.4241576140624996,0.3046222305608636
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,1912.308,18,382.4616,91.686,111.33300000000001,104.78399999999999,-68.1096,0.2,3.2,0,-78.588,-3.5616438356164384,5,-3.7838666666666665,0.0839463690585277,1711.0,314.0,214.80733945883532,-132.80776118243242,4,1.3390639215663565,0.29344751979770717
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,1909.8178,19,272.8311142857143,78.1864,114.98,98.22577142857143,-78.18639999999999,0.1457142857142857,3.5714285714285716,0,-150.6238,-4.093919325707405,7,-4.115073684210526,0.08383705442499087,1720.0,315.0,214.3973985723671,-137.66166206987168,7,1.551375756974694,0.31026140633635013
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,3420.7704,21,570.1283999999999,150.2664,176.784,167.9448,-755.7516,0.24,4.666666666666667,0,-755.7516,-22.093023255813957,6,-35.988171428571434,0.1501647508993778,1837.0,178.0,463.13294120169763,-464.0385203560318,6,1.4292128281068888,0.3040724724917651
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,3447.84,8,1723.92,430.98,430.98,430.98,206.87040000000002,0.0,4.0,0,0.0,6.000000000000001,2,25.858800000000002,0.15135305039499608,359.0,177.0,467.58918400161,-0.35245135907029645,2,1.2586241032604835,0.2920600136249598
FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,322.192,14,107.39733333333334,15.49,30.98,23.751333333333335,-81.16760000000001,0.2333333333333333,3.3333333333333335,0,-85.5048,-25.192307692307693,3,-5.7976857142857146,0.01414356293008509,1724.0,901.0,-46.96021440326501,-139.09767839704244,3,1.1748819771854058,0.2599154522402952
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,1473.2982000000002,18,245.54970000000003,68.6664,100.98,81.2889,73.71539999999999,0.19499999999999998,4.333333333333333,0,-41.4018,5.003427004797805,6,4.095299999999999,0.06467474613423391,699.0,384.0,142.53681236050423,-64.49197706832109,6,1.5053096819207181,0.30520499094718784
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,649.376,14,216.45866666666666,17.394,57.980000000000004,44.45133333333333,-97.4064,0.2333333333333333,5.0,0,-143.7904,-15.000000000000002,3,-6.9576,0.028506264343270266,1728.0,638.0,6.90136257779639,-146.91975740336872,3,1.2110780156801573,0.2668074928331786
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,1474.308,22,368.577,30.294,100.98,75.735,-191.86200000000002,0.25,3.5,0,-393.822,-13.013698630136988,4,-8.721000000000002,0.06471907426729369,1770.0,383.0,142.70304732442506,-192.4181418769725,4,1.2992388354372655,0.2859264356276655
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,729.2339999999999,4,243.07799999999997,66.294,220.98,169.41799999999998,48.6156,0.2333333333333333,5.0,0,-103.8606,6.666666666666668,3,12.1539,0.03201186550180535,888.0,600.0,20.0477200236177,-76.58231740399796,3,1.2833258122057465,0.2719981884431258
FUR-BO-10003893,Sauder Camden County Collection Library,Furniture,Bookcases,1368.2620000000002,16,684.1310000000001,78.1864,97.733,87.9597,-103.482,0.235,3.5,0,-137.976,-7.563025210084033,2,-6.467625,0.0600638740311494,1730.0,411.0,125.2455775443208,-149.8463174454184,2,1.174024736721635,0.2711624299858992
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,802.074,14,267.358,49.686,60.333,56.784,106.47,0.19999999999999998,3.3333333333333335,0,0.0,13.274336283185843,3,7.6049999999999995,0.03520939096434755,563.0,577.0,32.03876257857306,-48.714390730622725,3,1.3065372161143525,0.2823332497492836
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,1646.9180000000001,12,411.72950000000003,123.0664,153.833,136.18745,-285.9484,0.2475,5.0,0,-285.9484,-17.36263736263736,4,-23.82903333333333,0.07229629653650581,1793.0,357.0,171.11839404890122,-237.73868614260923,4,1.2858989183588205,0.2765991128543212
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,1427.683,10,356.92075,119.68599999999999,170.98,145.333,-8.549,0.15,2.75,0,-71.8116,-0.5988023952095808,4,-0.8549,0.06267233312656016,1613.0,397.0,135.02756188888424,-104.11797382966006,4,1.3420605133095371,0.28336147746245677
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,3317.7235,34,368.6359444444445,59.995000000000005,119.99000000000001,99.99166666666666,135.58870000000002,0.16666666666666666,3.5555555555555554,0,-167.986,4.0867992766726955,9,3.987902941176471,0.14564120495503352,469.0,184.0,446.16918827670816,-34.68818362409303,7,1.6056762409645562,0.3411954807487191
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,3626.0056,34,453.2507,70.49,119.833,108.025925,-208.6504,0.23375,3.125,0,-349.6304,-5.7542768273716955,8,-6.136776470588235,0.15917415202252366,1774.0,165.0,496.9191028844924,-200.5049580942921,7,1.5702997899138833,0.33453675070017896
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,2904.161,17,726.04025,100.49000000000001,200.98,160.784,-170.83299999999997,0.2,3.5,0,-311.519,-5.882352941176469,4,-10.048999999999998,0.12748666590914376,1761.0,210.0,378.0878382405505,-182.28866805969312,3,1.2735824937304558,0.2915140590147815
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,489.37919999999997,4,244.68959999999998,109.46640000000001,160.98,135.2232,-70.8312,0.16,6.0,0,-91.7586,-14.473684210526317,2,-17.7078,0.021482735486525725,1715.0,749.0,-19.43757807921461,-134.1187306028094,2,1.1394512419589113,0.25208682938986937
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.858,17,143.143,35.489999999999995,70.98,53.5899,-9.93719999999999,0.245,2.8333333333333335,0,-107.8896,-1.1570247933884286,6,-0.5845411764705877,0.0377020912096111,1617.0,558.0,41.386639575286196,-104.78665686514188,5,1.402496301754075,0.29340652461122363
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,1897.8102,31,237.226275,29.997,99.99000000000001,68.49315,-612.9386999999999,0.315,3.375,0,-739.9259999999999,-32.29715489989463,8,-19.772216129032255,0.08330994560093785,1833.0,318.0,212.42068738918633,-395.2468739953043,7,1.4487105009312593,0.30763459510070634
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,1072.344,9,536.172,96.236,137.48,116.858,-78.36359999999999,0.15,5.5,0,-126.4816,-7.307692307692307,2,-8.707066666666666,0.04707368540093846,1721.0,497.0,76.53106174562119,-137.74701766264462,2,1.1707434168590107,0.26379901606936906
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4886.46,31,698.0657142857143,90.49,180.98,153.833,566.4674,0.15,4.714285714285714,0,-244.323,11.592592592592592,7,18.27314193548387,0.21450549521820403,140.0,111.0,704.4172131121245,172.86208077618147,7,1.6668814274599368,0.34814253967369674
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,1426.8878,32,158.5430888888889,28.99,57.98,44.6446,-20.293,0.23000000000000004,3.7777777777777777,0,-125.2368,-1.4221861032100773,9,-0.63415625,0.0626374254899894,1658.0,398.0,134.89665473567584,-109.77494945903517,9,1.6963123706856496,0.33180423915448054
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,15610.9656,24,3122.19312,440.48999999999995,880.9799999999999,674.83068,-669.5448000000001,0.23399999999999999,3.6,0,-1982.2050000000002,-4.288939051918737,5,-27.897700000000004,0.6852891268653273,1835.0,14.0,2469.903251421529,-422.5135061627065,4,1.5415655945658266,0.38672633704094606
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,6584.64,36,1097.44,151.62,216.6,187.72,814.416,0.13333333333333333,4.0,0,-121.29599999999999,12.368421052631579,6,22.622666666666667,0.2890520876122172,92.0,70.0,983.9744432874963,292.29661649975736,6,1.6326841920235557,0.3579010810142586
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,3528.79,14,588.1316666666667,239.24,299.05,249.20833333333334,514.366,0.16666666666666666,2.6666666666666665,0,0.0,14.576271186440678,6,36.74042857142857,0.1549065880967093,162.0,172.0,480.91530831275276,147.7653207237016,5,1.5096352911660378,0.32043777121441186
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,1757.266,25,251.038,56.686,80.98,67.09771428571429,-166.00900000000001,0.17142857142857146,4.571428571428571,0,-198.401,-9.447004608294932,7,-6.64036,0.07714034568176399,1759.0,338.0,189.2840662599695,-179.9649921029403,7,1.529851200801289,0.31113437282972156
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs,2032.35,10,508.0875,189.686,216.784,203.235,-460.666,0.25,3.0,0,-460.666,-22.666666666666668,4,-46.0666,0.08921596476932521,1817.0,296.0,234.56885415380992,-321.89852991158966,4,1.270709318595042,0.2740175505633902
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,6084.144,17,1216.8288,295.757,422.51,354.9084,697.1415,0.16,4.2,0,-126.753,11.458333333333332,5,41.00832352941176,0.26708134758063395,114.0,79.0,901.5819551685379,235.80658001754085,5,1.5468890147727632,0.3361527572294218
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,2647.809,34,294.201,63.693,90.99000000000001,77.84700000000001,49.13459999999999,0.14444444444444446,3.3333333333333335,0,-118.28699999999999,1.8556701030927831,9,1.4451352941176467,0.11623334290840764,880.0,230.0,335.88674349799265,-76.33231992855129,7,1.5853988686693234,0.3357322346400301
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,10637.528,51,886.4606666666667,170.786,243.98000000000002,209.41616666666667,1927.442,0.14166666666666666,3.75,0,0.0,18.11926605504587,12,37.79298039215686,0.46696549476257065,26.0,29.0,1651.1676404108887,828.4308941616142,7,1.820262541092638,0.41958068250548114
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,2950.773,28,368.846625,90.993,129.99,105.616875,-361.37219999999996,0.1875,4.25,0,-431.56680000000006,-12.24669603524229,8,-12.906149999999998,0.1295328363767442,1804.0,205.0,385.76118359436134,-274.0696294732343,7,1.5348799400975026,0.3221224630162168
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,685.588,23,137.11759999999998,23.758,33.94,29.867199999999997,115.7354,0.12,3.4,0,-2.0364,16.88118811881188,5,5.031973913043478,0.030095896304412197,534.0,622.0,12.862642547593797,-44.25133368051952,4,1.3874446043154405,0.2993801645677217
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,5697.76,27,712.22,190.72,238.4,208.6,870.16,0.125,3.5,0,0.0,15.271966527196652,8,32.22814814814814,0.25011988851530026,84.0,91.0,837.9747752323233,319.14798311112355,6,1.628856040413635,0.35297559437407144
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,3955.676,32,439.51955555555554,105.68599999999999,150.98,127.49422222222223,573.7239999999999,0.15555555555555556,4.777777777777778,0,0.0,14.50381679389313,9,17.928874999999998,0.17364600125709906,135.0,153.0,551.1899951896703,176.35751753981594,9,1.8037985408699015,0.3573608579495857
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,2207.956,13,1103.978,144.784,180.98,162.882,231.6544,0.1,2.5,0,-28.9568,10.491803278688524,2,17.819569230769233,0.09692470524674403,335.0,272.0,263.4774074062192,11.585771052240364,2,1.2530436934550284,0.2858249458277898
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,6008.536,39,546.2305454545454,126.68599999999999,180.98000000000002,156.30090909090907,785.4532,0.13636363636363635,4.181818181818182,0,-79.6312,13.072289156626507,11,20.13982564102564,0.26376231263868044,93.0,80.0,889.1352398267605,278.34550497400244,10,1.9103617648457853,0.38458249241779413
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,4626.582,18,771.0970000000001,203.686,290.98,257.0323333333333,750.7284000000001,0.11666666666666665,3.6666666666666665,0,-34.9176,16.22641509433962,6,41.70713333333334,0.20309738810460515,101.0,115.0,661.6356623557175,261.61889161101504,6,1.6108985850421094,0.33508644766081797
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2913.9139999999998,25,364.23924999999997,105.68599999999999,150.98,120.78399999999999,-445.391,0.2,3.5,0,-511.82219999999995,-15.28497409326425,8,-17.815640000000002,0.12791480245274855,1813.0,208.0,379.69339340307766,-314.54070440590976,7,1.522467666626655,0.3178231978197796
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,5294.456,44,529.4456,98.567,140.81,118.28040000000001,833.5952,0.16,4.0,0,-14.081,15.74468085106383,10,18.945345454545453,0.23241567641830518,90.0,100.0,771.5821966136562,301.5350588525256,10,1.9084045835677552,0.38242417751828106
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,2442.024,51,162.80159999999998,35.623,60.89,46.99053333333333,117.48629999999999,0.18666666666666665,3.4,0,-110.8512,4.81102151330208,15,2.30365294117647,0.10719980670152614,528.0,251.0,302.01007282018526,-43.40794142664752,13,2.0217285539703513,0.3884253629687817
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,1087.92,10,362.64000000000004,108.792,108.792,108.79199999999999,-149.589,0.20000000000000004,3.3333333333333335,0,-149.589,-13.749999999999998,3,-14.9589,0.047757439610226736,1755.0,489.0,79.09520890152433,-172.0556307410245,3,1.2205124141985269,0.2672346205564569
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,12975.382,32,1441.709111111111,350.686,450.88199999999995,400.784,951.8620000000001,0.2,4.0,0,-50.098,7.335907335907336,9,29.745687500000003,0.5695924537508483,72.0,20.0,2036.0290737067783,358.50307702045643,8,1.8678385725306554,0.4088402592766736
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,2389.125,34,298.640625,60.375,86.25,72.234375,336.375,0.1625,3.75,0,0.0,14.079422382671481,8,9.893382352941176,0.10487764992718485,247.0,254.0,293.30175101740406,62.02871060380183,8,1.6986678878953236,0.3414771144477301
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,5861.532999999999,21,837.361857142857,245.69299999999998,315.891,285.80614285714285,701.98,0.18571428571428572,4.571428571428571,0,0.0,11.976047904191619,7,33.42761904761905,0.2573091847478225,111.0,86.0,864.9353602454025,238.13724048950368,7,1.687867180192118,0.34907071954862307
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,2200.464,20,314.352,91.686,130.98,112.26857142857143,-130.98,0.14285714285714285,4.285714285714286,0,-218.7366,-5.952380952380952,7,-6.5489999999999995,0.09659582193036063,1749.0,274.0,262.2440618430434,-163.09184842775463,6,1.4773981498234192,0.308347371493861
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,1686.904,18,281.15066666666667,79.786,113.98,96.883,-36.473600000000005,0.15,3.8333333333333335,0,-93.4636,-2.1621621621621623,6,-2.026311111111111,0.0740515992979722,1681.0,351.0,177.70095620708963,-117.56899406638075,6,1.4834961882620274,0.30277696061484827
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,3989.734,32,569.962,98.686,140.98,118.82600000000001,425.75960000000003,0.15714285714285717,4.857142857142857,0,-25.3764,10.671378091872793,7,13.304987500000001,0.1751410770698841,196.0,148.0,556.796680078971,105.08444151673113,7,1.6453604933490502,0.3424118043414853
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,1689.968,13,337.9936,105.623,150.89000000000001,123.7298,-114.6764,0.18,4.0,0,-175.0324,-6.785714285714286,5,-8.821261538461538,0.0741861025656442,1738.0,350.0,178.20535700868746,-155.23855586380026,5,1.3955963543808052,0.29001579185132137
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,881.192,26,220.298,26.936,38.480000000000004,32.708,170.8512,0.15,3.75,0,-2.6936,19.388646288209607,4,6.5712,0.03868250765223078,403.0,549.0,45.063299987454975,-17.702565169491585,4,1.399952595095708,0.3015844003429161
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,967.84,10,322.61333333333334,84.68599999999999,108.882,96.78399999999999,12.097999999999999,0.19999999999999998,3.6666666666666665,0,-32.6646,1.25,3,1.2098,0.042486175777963306,1361.0,523.0,59.32743858303119,-94.1725058613607,3,1.26946120373823,0.274548152532516
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,8423.52,27,1203.3600000000001,280.784,350.98,310.868,1221.4104,0.1142857142857143,3.7142857142857144,0,0.0,14.499999999999998,7,45.23742222222222,0.3697751192234145,52.0,41.0,1286.693942648511,488.3420356152325,6,1.6810380763980892,0.36895557984426003
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,1420.504,17,236.75066666666666,76.784,95.98,84.78233333333334,229.3922,0.11666666666666668,4.0,0,0.0,16.14864864864865,6,13.493658823529412,0.062357189863303825,340.0,400.0,133.84574290890038,10.496090341343532,6,1.5433135926873016,0.31008557651745033
